cid,cntry,id
AW-00011368,Australia,369
AW-00011369,Australia,370
AW-00011370,Australia,371
AW-00011371,Australia,372
AW-00011372,Australia,373
AW-00011373,DE,374
AW-00011374,DE,375
AW-00011375,United Kingdom,376
AW-00011376,United Kingdom,377
AW-00011377,DE,378
AW-00011378,France,379
AW-00011379,France,380
AW-00011380,DE,381
AW-00011381,United Kingdom,382
AW-00011382,France,383
AW-00011383,France,384
AW-00011384,France,385
AW-00011385,United Kingdom,386
AW-00011386,DE,387
AW-00011387,United Kingdom,388
AW-00011388,United Kingdom,389
AW-00011389,DE,390
AW-00011390,France,391
AW-00011391,DE,392
AW-00011392,DE,393
AW-00011393,France,394
AW-00011394,United Kingdom,395
AW-00011395,DE,396
AW-00011396,DE,397
AW-00011397,France,398
AW-00011398,United Kingdom,399
AW-00011399,France,400
AW-00011400,United Kingdom,401
AW-00011401,France,402
AW-00011402,France,403
AW-00011403,France,404
AW-00011404,DE,405
AW-00011405,DE,406
AW-00011406,France,407
AW-00011407,DE,408
AW-00011408,United Kingdom,409
AW-00011409,France,410
AW-00011410,France,411
AW-00011411,DE,412
AW-00011412,DE,413
AW-00011413,United Kingdom,414
AW-00011414,United Kingdom,415
AW-00011415,DE,416
AW-00011416,France,417
AW-00011417,France,418
AW-00011418,DE,419
AW-00011419,United Kingdom,420
AW-00011420,France,421
AW-00011421,DE,422
AW-00011422,United Kingdom,423
AW-00011423,DE,424
AW-00011424,DE,425
AW-00011425,France,426
AW-00011426,DE,427
AW-00011427,DE,428
AW-00011428,DE,429
AW-00011429,France,430
AW-00011430,DE,431
AW-00011431,DE,432
AW-00011432,France,433
AW-00011433,France,434
AW-00011434,United Kingdom,435
AW-00011435,DE,436
AW-00011436,United Kingdom,437
AW-00011437,France,438
AW-00011438,DE,439
AW-00011439,France,440
AW-00011440,France,441
AW-00011441,France,442
AW-00011442,France,443
AW-00011443,Australia,444
AW-00011444,Australia,445
AW-00011445,Australia,446
AW-00011446,Australia,447
AW-00011447,Australia,448
AW-00011448,Australia,449
AW-00011449,Australia,450
AW-00011450,Australia,451
AW-00011451,Australia,452
AW-00011452,Australia,453
AW-00011453,Australia,454
AW-00011454,Australia,455
AW-00011455,Australia,456
AW-00011456,Australia,457
AW-00011457,Australia,458
AW-00011458,Australia,459
AW-00011459,Australia,460
AW-00011460,Australia,461
AW-00011461,Australia,462
AW-00011462,Australia,463
AW-00011463,Australia,464
AW-00011464,Australia,465
AW-00011465,Australia,466
AW-00011466,Australia,467
AW-00011467,Australia,468
AW-00011468,United Kingdom,469
AW-00011469,United Kingdom,470
AW-00011470,DE,471
AW-00011471,France,472
AW-00011472,Australia,473
AW-00011473,France,474
AW-00011474,United Kingdom,475
AW-00011475,United Kingdom,476
AW-00011476,United Kingdom,477
AW-00011477,DE,478
AW-00011478,France,479
AW-00011479,France,480
AW-00011480,France,481
AW-00011481,DE,482
AW-00011482,United Kingdom,483
AW-00011483,France,484
AW-00011484,DE,485
AW-00011485,United Kingdom,486
AW-00011486,DE,487
AW-00011487,France,488
AW-00011488,United Kingdom,489
AW-00011489,United Kingdom,490
AW-00011490,France,491
AW-00011491,United Kingdom,492
AW-00011492,DE,493
AW-00011493,United Kingdom,494
AW-00011494,United Kingdom,495
AW-00011495,DE,496
AW-00011496,United Kingdom,497
AW-00011497,United Kingdom,498
AW-00011498,Canada,499
AW-00011499,US,500
AW-00011500,Canada,501
AW-00011501,Canada,502
AW-00011502,Canada,503
AW-00011503,US,504
AW-00011504,US,505
AW-00011505,Canada,506
AW-00011506,Canada,507
AW-00011507,Canada,508
AW-00011508,US,509
AW-00011509,US,510
AW-00011510,Canada,511
AW-00011511,US,512
AW-00011512,Canada,513
AW-00011513,Canada,514
AW-00011514,US,515
AW-00011515,US,516
AW-00011516,US,517
AW-00011517,US,518
AW-00011518,US,519
AW-00011519,Canada,520
AW-00011520,Canada,521
AW-00011521,US,522
AW-00011522,US,523
AW-00011523,Canada,524
AW-00011524,US,525
AW-00011525,US,526
AW-00011526,Canada,527
AW-00011527,US,528
AW-00011528,US,529
AW-00011529,US,530
AW-00011530,Canada,531
AW-00011531,US,532
AW-00011532,US,533
AW-00011533,US,534
AW-00011534,US,535
AW-00011535,US,536
AW-00011536,US,537
AW-00011537,US,538
AW-00011538,US,539
AW-00011539,US,540
AW-00011540,US,541
AW-00011541,US,542
AW-00011542,United Kingdom,543
AW-00011543,France,544
AW-00011544,DE,545
AW-00011545,France,546
AW-00011546,France,547
AW-00011547,France,548
AW-00011548,United Kingdom,549
AW-00011549,United Kingdom,550
AW-00011550,United Kingdom,551
AW-00011551,France,552
AW-00011552,DE,553
AW-00011553,United Kingdom,554
AW-00011554,France,555
AW-00011555,United Kingdom,556
AW-00011556,United Kingdom,557
AW-00011557,United Kingdom,558
AW-00011558,United Kingdom,559
AW-00011559,DE,560
AW-00011560,United Kingdom,561
AW-00011561,DE,562
AW-00011562,DE,563
AW-00011563,United Kingdom,564
AW-00011564,DE,565
AW-00011565,United Kingdom,566
AW-00011566,France,567
AW-00011567,DE,568
AW-00011568,United Kingdom,569
AW-00011569,United Kingdom,570
AW-00011570,DE,571
AW-00011571,France,572
AW-00011572,France,573
AW-00011573,United Kingdom,574
AW-00011574,United Kingdom,575
AW-00011575,United Kingdom,576
AW-00011576,France,577
AW-00011577,France,578
AW-00011578,France,579
AW-00011579,United Kingdom,580
AW-00011580,United Kingdom,581
AW-00011581,France,582
AW-00011582,France,583
AW-00011583,France,584
AW-00011584,DE,585
AW-00011585,United Kingdom,586
AW-00011586,United Kingdom,587
AW-00011587,France,588
AW-00011588,France,589
AW-00011589,United Kingdom,590
AW-00011590,France,591
AW-00011591,France,592
AW-00011592,France,593
AW-00011593,France,594
AW-00011594,France,595
AW-00011595,DE,596
AW-00011596,United Kingdom,597
AW-00011597,France,598
AW-00011598,DE,599
AW-00011599,France,600
AW-00011600,France,601
AW-00011601,France,602
AW-00011602,DE,603
AW-00011603,United Kingdom,604
AW-00011604,United Kingdom,605
AW-00011605,DE,606
AW-00011606,France,607
AW-00011607,France,608
AW-00011608,France,609
AW-00011609,United Kingdom,610
AW-00011610,United Kingdom,611
AW-00011611,France,612
AW-00011612,United Kingdom,613
AW-00011613,DE,614
AW-00011614,DE,615
AW-00011615,United Kingdom,616
AW-00011616,United Kingdom,617
AW-00011617,US,618
AW-00011618,Canada,619
AW-00011619,Canada,620
AW-00011620,US,621
AW-00011621,US,622
AW-00011622,US,623
AW-00011623,US,624
AW-00011624,US,625
AW-00011625,US,626
AW-00011626,US,627
AW-00011627,US,628
AW-00011628,US,629
AW-00011629,US,630
AW-00011630,US,631
AW-00011631,Canada,632
AW-00011632,Canada,633
AW-00011633,US,634
AW-00011634,US,635
AW-00011635,US,636
AW-00011636,US,637
AW-00011637,US,638
AW-00011638,US,639
AW-00011639,US,640
AW-00011640,Canada,641
AW-00011641,Canada,642
AW-00011642,Canada,643
AW-00011643,US,644
AW-00011644,US,645
AW-00011645,US,646
AW-00011646,US,647
AW-00011647,Canada,648
AW-00011648,US,649
AW-00011649,US,650
AW-00011650,US,651
AW-00011651,Canada,652
AW-00011652,Canada,653
AW-00011653,US,654
AW-00011654,US,655
AW-00011655,US,656
AW-00011656,US,657
AW-00011657,US,658
AW-00011658,US,659
AW-00011659,Canada,660
AW-00011660,Canada,661
AW-00011661,Canada,662
AW-00011662,US,663
AW-00011663,US,664
AW-00011664,US,665
AW-00011665,US,666
AW-00011666,US,667
AW-00011667,US,668
AW-00011668,US,669
AW-00011669,US,670
AW-00011670,US,671
AW-00011671,US,672
AW-00011672,US,673
AW-00011673,US,674
AW-00011674,US,675
AW-00011675,US,676
AW-00011676,US,677
AW-00011677,Canada,678
AW-00011678,US,679
AW-00011679,US,680
AW-00011680,US,681
AW-00011681,US,682
AW-00011682,US,683
AW-00011683,US,684
AW-00011684,US,685
AW-00011685,US,686
AW-00011686,US,687
AW-00011687,US,688
AW-00011688,US,689
AW-00011689,US,690
AW-00011690,US,691
AW-00011691,US,692
AW-00011692,US,693
AW-00011693,Canada,694
AW-00011694,US,695
AW-00011695,US,696
AW-00011696,US,697
AW-00011697,US,698
AW-00011698,Canada,699
AW-00011699,US,700
AW-00011700,US,701
AW-00011701,US,702
AW-00011702,US,703
AW-00011703,US,704
AW-00011704,US,705
AW-00011705,US,706
AW-00011706,US,707
AW-00011707,US,708
AW-00011708,US,709
AW-00011709,Canada,710
AW-00011710,US,711
AW-00011711,Canada,712
AW-00011712,Canada,713
AW-00011713,US,714
AW-00011714,US,715
AW-00011715,US,716
AW-00011716,US,717
AW-00011717,US,718
AW-00011718,US,719
AW-00011719,Canada,720
AW-00011720,US,721
AW-00011721,US,722
AW-00011722,US,723
AW-00011723,Canada,724
AW-00011724,Canada,725
AW-00011725,US,726
AW-00011726,US,727
AW-00011727,US,728
AW-00011728,US,729
AW-00011729,US,730
AW-00011730,US,731
AW-00011731,US,732
AW-00011732,US,733
AW-00011733,US,734
AW-00011734,US,735
AW-00011735,US,736
AW-00011736,US,737
AW-00011737,US,738
AW-00011738,Canada,739
AW-00011739,Canada,740
AW-00011740,Canada,741
AW-00011741,US,742
AW-00011742,US,743
AW-00011743,US,744
AW-00011744,US,745
AW-00011745,US,746
AW-00011746,US,747
AW-00011747,US,748
AW-00011748,Canada,749
AW-00011749,Australia,750
AW-00011750,Australia,751
AW-00011751,Australia,752
AW-00011752,Australia,753
AW-00011753,Australia,754
AW-00011754,Australia,755
AW-00011755,Australia,756
AW-00011756,Australia,757
AW-00011757,Australia,758
AW-00011758,Australia,759
AW-00011759,Australia,760
AW-00011760,Australia,761
AW-00011761,Australia,762
AW-00011762,Australia,763
AW-00011763,Australia,764
AW-00011764,Australia,765
AW-00011765,Australia,766
AW-00011766,Australia,767
AW-00011767,Australia,768
AW-00011768,Australia,769
AW-00011769,Canada,770
AW-00011770,US,771
AW-00011771,US,772
AW-00011772,US,773
AW-00011773,US,774
AW-00011774,US,775
AW-00011775,US,776
AW-00011776,US,777
AW-00011777,US,778
AW-00011778,US,779
AW-00011779,US,780
AW-00011780,US,781
AW-00011781,US,782
AW-00011782,US,783
AW-00011783,US,784
AW-00011784,Canada,785
AW-00011785,US,786
AW-00011786,US,787
AW-00011787,US,788
AW-00011788,US,789
AW-00011789,US,790
AW-00011790,US,791
AW-00011791,US,792
AW-00011792,US,793
AW-00011793,US,794
AW-00011794,US,795
AW-00011795,US,796
AW-00011796,US,797
AW-00011797,US,798
AW-00011798,US,799
AW-00011799,US,800
AW-00011800,US,801
AW-00011801,US,802
AW-00011802,Canada,803
AW-00011803,US,804
AW-00011804,US,805
AW-00011805,US,806
AW-00011806,US,807
AW-00011807,US,808
AW-00011808,Canada,809
AW-00011809,US,810
AW-00011810,US,811
AW-00011811,US,812
AW-00011812,US,813
AW-00011813,US,814
AW-00011814,US,815
AW-00011815,US,816
AW-00011816,US,817
AW-00011817,US,818
AW-00011818,US,819
AW-00011819,US,820
AW-00011820,Canada,821
AW-00011821,US,822
AW-00011822,US,823
AW-00011823,Canada,824
AW-00011824,Canada,825
AW-00011825,US,826
AW-00011826,US,827
AW-00011827,Canada,828
AW-00011828,US,829
AW-00011829,US,830
AW-00011830,US,831
AW-00011831,US,832
AW-00011832,US,833
AW-00011833,Canada,834
AW-00011834,US,835
AW-00011835,Canada,836
AW-00011836,US,837
AW-00011837,US,838
AW-00011838,US,839
AW-00011839,US,840
AW-00011840,US,841
AW-00011841,Canada,842
AW-00011842,US,843
AW-00011843,US,844
AW-00011844,US,845
AW-00011845,Canada,846
AW-00011846,US,847
AW-00011847,US,848
AW-00011848,US,849
AW-00011849,US,850
AW-00011850,US,851
AW-00011851,US,852
AW-00011852,US,853
AW-00011853,US,854
AW-00011854,US,855
AW-00011855,US,856
AW-00011856,US,857
AW-00011857,US,858
AW-00011858,US,859
AW-00011859,US,860
AW-00011860,US,861
AW-00011861,Canada,862
AW-00011862,US,863
AW-00011863,US,864
AW-00011864,US,865
AW-00011865,US,866
AW-00011866,US,867
AW-00011867,US,868
AW-00011868,Canada,869
AW-00011869,Canada,870
AW-00011870,US,871
AW-00011871,US,872
AW-00011872,US,873
AW-00011873,US,874
AW-00011874,US,875
AW-00011875,Canada,876
AW-00011876,US,877
AW-00011877,US,878
AW-00011878,US,879
AW-00011879,US,880
AW-00011880,US,881
AW-00011881,US,882
AW-00011882,US,883
AW-00011883,US,884
AW-00011884,US,885
AW-00011885,US,886
AW-00011886,US,887
AW-00011887,US,888
AW-00011888,Canada,889
AW-00011889,US,890
AW-00011890,US,891
AW-00011891,US,892
AW-00011892,Australia,893
AW-00011893,Australia,894
AW-00011894,Australia,895
AW-00011895,Australia,896
AW-00011896,Australia,897
AW-00011897,Australia,898
AW-00011898,Australia,899
AW-00011899,Australia,900
AW-00011900,Australia,901
AW-00011901,Australia,902
AW-00011902,Australia,903
AW-00011903,Australia,904
AW-00011904,Australia,905
AW-00011905,Australia,906
AW-00011906,Australia,907
AW-00011907,Australia,908
AW-00011908,Australia,909
AW-00011909,Australia,910
AW-00011910,Australia,911
AW-00011911,Australia,912
AW-00011912,Australia,913
AW-00011913,Australia,914
AW-00011914,Australia,915
AW-00011915,Australia,916
AW-00011916,Australia,917
AW-00011917,Australia,918
AW-00011918,Australia,919
AW-00011919,Australia,920
AW-00011920,Australia,921
AW-00011921,Australia,922
AW-00011922,Canada,923
AW-00011923,US,924
AW-00011924,US,925
AW-00011925,US,926
AW-00011926,US,927
AW-00011927,US,928
AW-00011928,US,929
AW-00011929,Australia,930
AW-00011930,Australia,931
AW-00011931,US,932
AW-00011932,US,933
AW-00011933,US,934
AW-00011934,US,935
AW-00011935,US,936
AW-00011936,US,937
AW-00011937,US,938
AW-00011938,US,939
AW-00011939,US,940
AW-00011940,US,941
AW-00011941,US,942
AW-00011942,Australia,943
AW-00011943,Australia,944
AW-00011944,Australia,945
AW-00011945,US,946
AW-00011946,Australia,947
AW-00011947,Australia,948
AW-00011948,Australia,949
AW-00011949,US,950
AW-00011950,US,951
AW-00011951,Australia,952
AW-00011952,Australia,953
AW-00011953,US,954
AW-00011954,US,955
AW-00011955,US,956
AW-00011956,US,957
AW-00011957,US,958
AW-00011958,US,959
AW-00011959,US,960
AW-00011960,US,961
AW-00011961,US,962
AW-00011962,US,963
AW-00011963,Australia,964
AW-00011964,Australia,965
AW-00011965,Australia,966
AW-00011966,Australia,967
AW-00011967,Australia,968
AW-00011968,Australia,969
AW-00011969,Australia,970
AW-00011970,US,971
AW-00011971,US,972
AW-00011972,US,973
AW-00011973,US,974
AW-00011974,US,975
AW-00011975,US,976
AW-00011976,Australia,977
AW-00011977,Australia,978
AW-00011978,US,979
AW-00011979,Canada,980
AW-00011980,US,981
AW-00011981,US,982
AW-00011982,US,983
AW-00011983,US,984
AW-00011984,Canada,985
AW-00011985,US,986
AW-00011986,Australia,987
AW-00011987,Australia,988
AW-00011988,Australia,989
AW-00011989,Australia,990
AW-00011990,Australia,991
AW-00011991,Australia,992
AW-00011992,Australia,993
AW-00011993,Australia,994
AW-00011994,Australia,995
AW-00011995,Australia,996
AW-00011996,Australia,997
AW-00011997,Australia,998
AW-00011998,Australia,999
AW-00011999,Australia,1000
AW-00012000,Australia,1001
AW-00012001,Australia,1002
AW-00012002,Australia,1003
AW-00012003,Australia,1004
AW-00012004,Australia,1005
AW-00012005,Australia,1006
AW-00012006,Australia,1007
AW-00012007,Australia,1008
AW-00012008,Australia,1009
AW-00012009,Australia,1010
AW-00012010,Australia,1011
AW-00012011,Australia,1012
AW-00012012,Australia,1013
AW-00012013,Australia,1014
AW-00012014,Australia,1015
AW-00012015,US,1016
AW-00012016,US,1017
AW-00012017,Canada,1018
AW-00012018,US,1019
AW-00012019,US,1020
AW-00012020,Canada,1021
AW-00012021,Australia,1022
AW-00012022,US,1023
AW-00012023,US,1024
AW-00012024,US,1025
AW-00012025,US,1026
AW-00012026,US,1027
AW-00012027,US,1028
AW-00012028,US,1029
AW-00012029,US,1030
AW-00012030,US,1031
AW-00012031,Canada,1032
AW-00012032,Canada,1033
AW-00012033,US,1034
AW-00012034,Australia,1035
AW-00012035,Australia,1036
AW-00012036,Australia,1037
AW-00012037,Australia,1038
AW-00012038,Australia,1039
AW-00012039,Australia,1040
AW-00012040,US,1041
AW-00012041,US,1042
AW-00012042,US,1043
AW-00012043,US,1044
AW-00012044,US,1045
AW-00012045,US,1046
AW-00012046,US,1047
AW-00012047,US,1048
AW-00012048,US,1049
AW-00012049,US,1050
AW-00012050,US,1051
AW-00012051,US,1052
AW-00012052,US,1053
AW-00012053,US,1054
AW-00012054,Canada,1055
AW-00012055,Canada,1056
AW-00012056,Canada,1057
AW-00012057,US,1058
AW-00012058,US,1059
AW-00012059,US,1060
AW-00012060,Canada,1061
AW-00012061,Canada,1062
AW-00012062,US,1063
AW-00012063,US,1064
AW-00012064,US,1065
AW-00012065,US,1066
AW-00012066,US,1067
AW-00012067,US,1068
AW-00012068,US,1069
AW-00012069,US,1070
AW-00012070,US,1071
AW-00012071,US,1072
AW-00012072,US,1073
AW-00012073,US,1074
AW-00012074,Canada,1075
AW-00012075,US,1076
AW-00012076,US,1077
AW-00012077,Canada,1078
AW-00012078,US,1079
AW-00012079,US,1080
AW-00012080,Canada,1081
AW-00012081,Canada,1082
AW-00012082,US,1083
AW-00012083,US,1084
AW-00012084,US,1085
AW-00012085,US,1086
AW-00012086,Canada,1087
AW-00012087,US,1088
AW-00012088,US,1089
AW-00012089,Canada,1090
AW-00012090,Canada,1091
AW-00012091,US,1092
AW-00012092,US,1093
AW-00012093,US,1094
AW-00012094,US,1095
AW-00012095,US,1096
AW-00012096,US,1097
AW-00012097,Canada,1098
AW-00012098,US,1099
AW-00012099,US,1100
AW-00012100,US,1101
AW-00012101,US,1102
AW-00012102,US,1103
AW-00012103,US,1104
AW-00012104,US,1105
AW-00012105,US,1106
AW-00012106,Canada,1107
AW-00012107,Canada,1108
AW-00012108,US,1109
AW-00012109,US,1110
AW-00012110,US,1111
AW-00012111,US,1112
AW-00012112,US,1113
AW-00012113,Canada,1114
AW-00012114,Canada,1115
AW-00012115,US,1116
AW-00012116,US,1117
AW-00012117,US,1118
AW-00012118,US,1119
AW-00012119,US,1120
AW-00012120,US,1121
AW-00012121,US,1122
AW-00012122,Canada,1123
AW-00012123,United Kingdom,1124
AW-00012124,France,1125
AW-00012125,DE,1126
AW-00012126,United Kingdom,1127
AW-00012127,France,1128
AW-00012128,DE,1129
AW-00012129,DE,1130
AW-00012130,DE,1131
AW-00012131,France,1132
AW-00012132,France,1133
AW-00012133,United Kingdom,1134
AW-00012134,United Kingdom,1135
AW-00012135,US,1136
AW-00012136,Canada,1137
AW-00012137,US,1138
AW-00012138,US,1139
AW-00012139,US,1140
AW-00012140,Canada,1141
AW-00012141,US,1142
AW-00012142,US,1143
AW-00012143,US,1144
AW-00012144,US,1145
AW-00012145,US,1146
AW-00012146,US,1147
AW-00012147,Canada,1148
AW-00012148,US,1149
